SKU,MEL,SYD,PER,JET
FL400WS-SLV,47,10,62,
FL400WS-SLV-BLK,,,,
FL075WS,357,420,1340,
FL075WS-Unipallet,,,,
FL100WS,689,2055,3168,
FL100WS-Unipallet,,,,
FL400WS,140,523,213,
RL100WS,273,1295,1887,
RL100WS-Unipallet,,,,
SPIKE,53024,23341,20182,
TSDM12G-B20,147,435,81,
SC-PEG-WS,11681,20907,46764,
TSDM12G-B20-BLK,,,,
RL185WS-Unipallet,,,,
RL240GS-Unipallet,,,,
RL560GS-Unipallet,,,,
RL075GS-Unipallet,,,,
HL100WS-Unipallet,,,,
FL240GS-Unipallet,,,,
RL075WS-Unipallet,2,,,
RL560WS-Unipallet,,,,
RL400WS-Unipallet,,,,
FL075GS-Unipallet,,,,
RL400GS-Unipallet,,,,
HL150GS-Unipallet,,,,
RL150WS-Unipallet,,,,
SC-PEG-WS-BLK,,,,
SC-PEG-WS-3,,,4,
RL240WS-Unipallet,,,,
FL240WS-Unipallet,,,,
FL400GS-Unipallet,,,,
FL400WS-Unipallet,,,,
FL560GS-Unipallet,,,,
FL560WS-Unipallet,,,,
HL100GS-Unipallet,,,,
HL150WS-Unipallet,,,,
SPIKE-BOX,,,,
SPIKE-BOX-BLK,,2,,
FL185WS-Unipallet,,,,
FL150WS-Unipallet,1,,,
FL150WS,2713,1785,4922,
FL560WS,54,77,4,
RL560WS,63,258,115,
RL400WS,19,19,24,
BS-UNI-ST,120,2073,1731,
BS-UNI-ST-BLK,,56,,
FL100WS-CRNR,62,104,104,
TSCZ12G-B20,632,275,379,
TSCZ12G-B20-BLK,,,,
FL100WS-CRNR-BLK,,,,
FL240WS-CRNR-SET,118,171,,
FL240WS-CRNR-SET-BLK,,,,
FL560WS-CRNR-SET,55,96,37,
FL560WS-CRNR-SET-BLK,,,,
HL150WS,176,146,223,
FHL560WS-1000,29,1,,
FHL560WS-1000-BLK,,,,
FHL560WS-800,25,15,,
FHL560WS-800-BLK,,,,
FL240WS,672,868,1171,
FL150WS-CRNR,77,127,58,
FL150WS-CRNR-BLK,,,,
RL240WS,717,133,176,
TSCZ12G-B50,827,739,728,
TSCZ12G-B50-BLK,,,,
FL400WS-CRNR-SET,158,56,57,
FL400WS-CRNR-SET-BLK,,,,
RL150WS,285,2506,5443,
FHL-UCSI-400,145,155,144,
FHL-UCSI-400-BLK,,,,
FL100GS-CRNR-BLK,,,,
RL075WS-CRNR-BLK,,,,
HL150WS-CRNR-BLK,,300,,
RL075WS-CRNR,93,131,155,
FL100GS-CRNR,264,83,51,
HL150WS-CRNR,61,167,169,
POST-470,4335,2856,2451,
TSCZ12G-B250,173,212,85,
HL100WS,10,287,684,
FHL-UCSE-WS560-BLK,,,,
ANCHOR-SET-FL-PRTS-BLK,,,,
FHL560JS-WS-BLK,,,,
FHL560WS-400-BLK,,,,
FHL560WS-600-BLK,,,,
POST-1100-BLK,,,,
FHL560WS-2000-BLK,,,,
FHL560WS-1200-BLK,,,,
FHL560WS-1200,35,19,2,
FHL560JS-WS,196,106,200,
FHL560WS-2000,24,26,1,
FHL-UCSE-WS560,312,199,46,
ANCHOR-SET-FL-PRTS,772,553,388,
POST-1100,2372,654,574,
FHL560WS-400,29,21,40,
FHL560WS-600,15,10,16,
PEG-WS-HD-BLK,,,,
TSCZ12G-B250-BLK,,,,
POST-470-BLK,,,,
HL150GS-CRNR,128,93,84,
HL150GS-CRNR-BLK,,,,
FHL-BS-BLK,,19,,
FHL-UCSI-560-BLK,,,,
FHL-BS,184,30,114,
FHL-UCSI-560,135,1,-7,
PEG-WS-HD,210,420,97,
RL075WS,832,701,922,
FHL-UCSE-GS400-BLK,,,,
DB8-2PCK-BLK,,,,
FHL400GS-400-BLK,,,,
FHL400GS-800-BLK,,,,
FHL400JS-GS-BLK,,,,
TSDM12G-B250-BLK,,,,
RL100GS-Unipallet,,,,
FL185GS-Unipallet,,,,
FL150GS-Unipallet,,,,
RL150GS-Unipallet,,,,
RL185GS-Unipallet,,,,
FL100GS-Unipallet,1,,,
SC-PEG-GS-3,,,,
SC-PEG-GS-BLK,,,,
SC-PEG-GS,9110,795,27987,
FL150GS,820,309,382,
HL100GS,187,108,46,
FL075GS,444,228,102,
FL240GS,89,60,54,
RL240GS,76,50,21,
DB8-2PCK,69,73,75,
FHL-UCSE-GS400,,136,100,
FHL400GS-400,68,72,72,
FHL400GS-800,34,36,36,
FHL400JS-GS,196,72,200,
DISPLAY-FULL-AU,6,5,2,
FL100GS,-70,4,89,
RL100GS,277,280,284,
TSDM12G-B250,84,153,85,
FHL400WS-2000-BLK,,,,
FHL400JS-WS-BLK,,,,
FHL400JS-WS,277,223,140,
FHL400WS-2000,8,95,30,
FHL560GS-1000-BLK,,,,
FHL560GS-600-BLK,,,,
FHL560GS-800-BLK,,,,
RL560GS,107,49,27,
FL400GS,118,116,4,
FL560GS,37,88,,
FHL560GS-800,24,24,1,
FHL560GS-1000,24,24,,
RL150GS,1466,117,391,
FHL400WS-1200-BLK,,,,
FHL400WS-800-BLK,,,,
FHL400WS-800,27,127,200,
FHL400WS-1200,63,152,2,
FL560WS-SLV-BLK,,,,
FL560WS-SLV,49,56,55,
TSDM12G-B50-BLK,,,,
TSDM12G-B50,393,250,140,
FL150GS-CRNR-BLK,,,,
FL400GS-SLV-BLK,,,,
FL400GS-SLV,69,56,19,
FL150GS-CRNR,166,143,36,
RL400GS,156,140,17,
RL075GS,635,488,119,
FHL-UCSE-WS400-BLK,,,,
FL240HSB-BLK,,,,
RP-FHL560x600WS-2P-BLK,,,,
BSTRUT-BLK,,,,
FHL400GS-1000-BLK,,,,
FHL400GS-1200-BLK,,,,
FHL400GS-2000-BLK,,,,
FHL560JS-GS-BLK,,,,
RIB240GS-BLK,,,,
RIB560GS-BLK,,,,
FHL560GS-1200-BLK,,,,
FHL560GS-2000-BLK,,,,
FHL560GS-400-BLK,,,,
FHL400WS-1000-BLK,,,,
FHL400WS-600-BLK,,,,
FHL400WS-400-BLK,,,,
JN-SET-2P-BLK,,,,
JN-SET-3P-BLK,,,,
RP-FHL560x1000WS-2P-BLK,,,,
RP-FHL560x1000WS-4P-BLK,,,,
RP-FHL560x600WS-4P-BLK,,,,
RP-FHL560x800WS-2P-BLK,,,,
